"","offset","condition","response","vision","vibration","audio","signals","realism","cueInfo","cueInfoBasic"
"2288","0","4",9,"0","1","1",3,"unreal","unreal","unreal"
"2289","300","17",8,"1","2","2",3,"real","real","real"
"2290","400","7",8,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"2291","100","14",6,"1","2","1",3,"unreal","mix_realVision","mixed"
"2292","400","2",6,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"2293","0","14",8,"1","2","1",3,"unreal","mix_realVision","mixed"
"2294","200","10",8,"1","1","0",2,"unreal","mix_realVision","mixed"
"2295","100","10",9,"1","1","0",2,"unreal","mix_realVision","mixed"
"2296","0","6",9,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"2297","300","14",6,"1","2","1",3,"unreal","mix_realVision","mixed"
"2298","200","11",7,"1","2","0",2,"real","real","real"
"2299","200","7",8,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"2300","400","0",1,"0","0","0",1,"unreal","unreal","unreal"
"2301","400","12",1,"1","0","1",2,"unreal","mix_realVision","mixed"
"2302","100","16",4,"1","1","2",3,"unreal","mix_realVision","mixed"
"2303","100","7",8,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"2304","300","5",3,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"2305","300","0",1,"0","0","0",1,"unreal","unreal","unreal"
"2306","0","13",9,"1","1","1",3,"unreal","mix_realVision","mixed"
"2307","300","11",7,"1","2","0",2,"real","real","real"
"2308","100","0",3,"0","0","0",1,"unreal","unreal","unreal"
"2309","300","10",7,"1","1","0",2,"unreal","mix_realVision","mixed"
"2310","0","2",8,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"2311","200","13",7,"1","1","1",3,"unreal","mix_realVision","mixed"
"2312","0","1",9,"0","1","0",2,"unreal","unreal","unreal"
"2313","200","5",7,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"2314","100","1",8,"0","1","0",2,"unreal","unreal","unreal"
"2315","100","2",9,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"2316","200","1",7,"0","1","0",2,"unreal","unreal","unreal"
"2317","400","14",6,"1","2","1",3,"unreal","mix_realVision","mixed"
"2318","100","17",8,"1","2","2",3,"real","real","real"
"2319","0","16",9,"1","1","2",3,"unreal","mix_realVision","mixed"
"2320","200","12",5,"1","0","1",2,"unreal","mix_realVision","mixed"
"2321","200","15",6,"1","0","2",2,"real","real","real"
"2322","200","14",6,"1","2","1",3,"unreal","mix_realVision","mixed"
"2323","100","11",8,"1","2","0",2,"real","real","real"
"2324","200","6",7,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"2325","0","17",9,"1","2","2",3,"real","real","real"
"2326","200","0",5,"0","0","0",1,"unreal","unreal","unreal"
"2327","300","16",8,"1","1","2",3,"unreal","mix_realVision","mixed"
"2328","300","15",7,"1","0","2",2,"real","real","real"
"2329","400","16",8,"1","1","2",3,"unreal","mix_realVision","mixed"
"2330","100","3",8,"0","0","1",2,"unreal","unreal","unreal"
"2331","400","5",8,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"2332","400","9",5,"1","0","0",1,"real","real","real"
"2333","300","4",6,"0","1","1",3,"unreal","unreal","unreal"
"2334","400","17",7,"1","2","2",3,"real","real","real"
"2335","0","10",9,"1","1","0",2,"unreal","mix_realVision","mixed"
"2336","400","3",5,"0","0","1",2,"unreal","unreal","unreal"
"2337","0","15",9,"1","0","2",2,"real","real","real"
"2338","100","5",8,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"2339","300","7",8,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"2340","400","1",7,"0","1","0",2,"unreal","unreal","unreal"
"2341","100","4",8,"0","1","1",3,"unreal","unreal","unreal"
"2342","200","10",7,"1","1","0",2,"unreal","mix_realVision","mixed"
"2343","200","14",7,"1","2","1",3,"unreal","mix_realVision","mixed"
"2344","300","9",3,"1","0","0",1,"real","real","real"
"2345","200","16",7,"1","1","2",3,"unreal","mix_realVision","mixed"
"2346","100","16",8,"1","1","2",3,"unreal","mix_realVision","mixed"
"2347","400","16",8,"1","1","2",3,"unreal","mix_realVision","mixed"
"2348","300","8",8,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"2349","100","2",9,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"2350","400","14",6,"1","2","1",3,"unreal","mix_realVision","mixed"
"2351","200","7",9,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"2352","400","4",8,"0","1","1",3,"unreal","unreal","unreal"
"2353","0","16",9,"1","1","2",3,"unreal","mix_realVision","mixed"
"2354","200","3",5,"0","0","1",2,"unreal","unreal","unreal"
"2355","300","4",6,"0","1","1",3,"unreal","unreal","unreal"
"2356","300","6",6,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"2357","200","5",7,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"2358","300","5",7,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"2359","200","15",7,"1","0","2",2,"real","real","real"
"2360","0","1",9,"0","1","0",2,"unreal","unreal","unreal"
"2361","100","7",9,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"2362","400","0",2,"0","0","0",1,"unreal","unreal","unreal"
"2363","100","14",3,"1","2","1",3,"unreal","mix_realVision","mixed"
"2364","300","1",7,"0","1","0",2,"unreal","unreal","unreal"
"2365","100","3",8,"0","0","1",2,"unreal","unreal","unreal"
"2366","300","3",6,"0","0","1",2,"unreal","unreal","unreal"
"2367","400","8",7,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"2368","100","13",9,"1","1","1",3,"unreal","mix_realVision","mixed"
"2369","200","2",8,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"2370","300","11",9,"1","2","0",2,"real","real","real"
"2371","100","5",7,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"2372","0","11",9,"1","2","0",2,"real","real","real"
"2373","400","10",8,"1","1","0",2,"unreal","mix_realVision","mixed"
"2374","100","11",8,"1","2","0",2,"real","real","real"
"2375","300","2",6,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"2376","400","15",5,"1","0","2",2,"real","real","real"
"2377","100","6",5,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"2378","300","0",1,"0","0","0",1,"unreal","unreal","unreal"
"2379","400","12",2,"1","0","1",2,"unreal","mix_realVision","mixed"
"2380","100","8",6,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"2381","300","16",8,"1","1","2",3,"unreal","mix_realVision","mixed"
"2382","100","12",8,"1","0","1",2,"unreal","mix_realVision","mixed"
"2383","0","5",7,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"2384","300","12",7,"1","0","1",2,"unreal","mix_realVision","mixed"
"2385","0","2",8,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"2386","100","0",1,"0","0","0",1,"unreal","unreal","unreal"
"2387","200","4",7,"0","1","1",3,"unreal","unreal","unreal"
"2388","0","6",8,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"2389","200","11",8,"1","2","0",2,"real","real","real"
"2390","0","3",7,"0","0","1",2,"unreal","unreal","unreal"
"2391","200","13",8,"1","1","1",3,"unreal","mix_realVision","mixed"
"2392","0","15",9,"1","0","2",2,"real","real","real"
"2393","300","7",8,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"2394","400","3",4,"0","0","1",2,"unreal","unreal","unreal"
"2395","0","14",8,"1","2","1",3,"unreal","mix_realVision","mixed"
"2396","0","9",8,"1","0","0",1,"real","real","real"
"2397","100","9",7,"1","0","0",1,"real","real","real"
"2398","200","0",1,"0","0","0",1,"unreal","unreal","unreal"
"2399","400","9",2,"1","0","0",1,"real","real","real"
"2400","400","1",5,"0","1","0",2,"unreal","unreal","unreal"
"2401","300","13",6,"1","1","1",3,"unreal","mix_realVision","mixed"
"2402","200","12",6,"1","0","1",2,"unreal","mix_realVision","mixed"
"2403","400","13",6,"1","1","1",3,"unreal","mix_realVision","mixed"
"2404","400","6",6,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"2405","400","17",7,"1","2","2",3,"real","real","real"
"2406","100","17",8,"1","2","2",3,"real","real","real"
"2407","0","8",9,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"2408","400","7",7,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"2409","300","17",8,"1","2","2",3,"real","real","real"
"2410","0","10",9,"1","1","0",2,"unreal","mix_realVision","mixed"
"2411","0","7",9,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"2412","200","8",7,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"2413","300","10",7,"1","1","0",2,"unreal","mix_realVision","mixed"
"2414","300","15",7,"1","0","2",2,"real","real","real"
"2415","100","15",7,"1","0","2",2,"real","real","real"
"2416","400","2",6,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"2417","0","0",8,"0","0","0",1,"unreal","unreal","unreal"
"2418","0","12",8,"1","0","1",2,"unreal","mix_realVision","mixed"
"2419","0","17",9,"1","2","2",3,"real","real","real"
"2420","200","6",7,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"2421","400","11",7,"1","2","0",2,"real","real","real"
"2422","400","5",6,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"2423","200","9",7,"1","0","0",1,"real","real","real"
"2424","200","1",7,"0","1","0",2,"unreal","unreal","unreal"
"2425","0","13",9,"1","1","1",3,"unreal","mix_realVision","mixed"
"2426","300","14",7,"1","2","1",3,"unreal","mix_realVision","mixed"
"2427","200","17",8,"1","2","2",3,"real","real","real"
"2428","100","1",8,"0","1","0",2,"unreal","unreal","unreal"
"2429","100","10",9,"1","1","0",2,"unreal","mix_realVision","mixed"
"2430","0","4",9,"0","1","1",3,"unreal","unreal","unreal"
"2431","0","10",8,"1","1","0",2,"unreal","mix_realVision","mixed"
"2432","200","12",7,"1","0","1",2,"unreal","mix_realVision","mixed"
"2433","100","2",8,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"2434","400","5",6,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"2435","100","0",4,"0","0","0",1,"unreal","unreal","unreal"
"2436","400","2",5,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"2437","200","14",6,"1","2","1",3,"unreal","mix_realVision","mixed"
"2438","300","3",6,"0","0","1",2,"unreal","unreal","unreal"
"2439","200","4",7,"0","1","1",3,"unreal","unreal","unreal"
"2440","0","16",9,"1","1","2",3,"unreal","mix_realVision","mixed"
"2441","100","5",7,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"2442","100","17",8,"1","2","2",3,"real","real","real"
"2443","400","7",7,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"2444","100","4",7,"0","1","1",3,"unreal","unreal","unreal"
"2445","0","4",8,"0","1","1",3,"unreal","unreal","unreal"
"2446","100","8",7,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"2447","100","16",8,"1","1","2",3,"unreal","mix_realVision","mixed"
"2448","400","1",6,"0","1","0",2,"unreal","unreal","unreal"
"2449","200","2",6,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"2450","0","7",9,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"2451","400","12",5,"1","0","1",2,"unreal","mix_realVision","mixed"
"2452","300","9",2,"1","0","0",1,"real","real","real"
"2453","300","1",4,"0","1","0",2,"unreal","unreal","unreal"
"2454","300","16",6,"1","1","2",3,"unreal","mix_realVision","mixed"
"2455","0","14",7,"1","2","1",3,"unreal","mix_realVision","mixed"
"2456","200","1",6,"0","1","0",2,"unreal","unreal","unreal"
"2457","400","9",2,"1","0","0",1,"real","real","real"
"2458","300","11",4,"1","2","0",2,"real","real","real"
"2459","200","9",3,"1","0","0",1,"real","real","real"
"2460","400","6",3,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"2461","200","11",4,"1","2","0",2,"real","real","real"
"2462","0","15",8,"1","0","2",2,"real","real","real"
"2463","400","14",7,"1","2","1",3,"unreal","mix_realVision","mixed"
"2464","0","12",7,"1","0","1",2,"unreal","mix_realVision","mixed"
"2465","300","14",8,"1","2","1",3,"unreal","mix_realVision","mixed"
"2466","100","9",5,"1","0","0",1,"real","real","real"
"2467","100","11",6,"1","2","0",2,"real","real","real"
"2468","300","7",6,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"2469","0","3",7,"0","0","1",2,"unreal","unreal","unreal"
"2470","400","17",8,"1","2","2",3,"real","real","real"
"2471","100","15",7,"1","0","2",2,"real","real","real"
"2472","0","1",9,"0","1","0",2,"unreal","unreal","unreal"
"2473","100","6",7,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"2474","200","17",7,"1","2","2",3,"real","real","real"
"2475","0","13",9,"1","1","1",3,"unreal","mix_realVision","mixed"
"2476","400","16",7,"1","1","2",3,"unreal","mix_realVision","mixed"
"2477","0","8",9,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"2478","0","17",9,"1","2","2",3,"real","real","real"
"2479","300","13",7,"1","1","1",3,"unreal","mix_realVision","mixed"
"2480","400","13",6,"1","1","1",3,"unreal","mix_realVision","mixed"
"2481","100","13",7,"1","1","1",3,"unreal","mix_realVision","mixed"
"2482","300","17",8,"1","2","2",3,"real","real","real"
"2483","200","0",2,"0","0","0",1,"unreal","unreal","unreal"
"2484","200","6",4,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"2485","300","6",4,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"2486","400","3",3,"0","0","1",2,"unreal","unreal","unreal"
"2487","100","1",4,"0","1","0",2,"unreal","unreal","unreal"
"2488","300","12",4,"1","0","1",2,"unreal","mix_realVision","mixed"
"2489","400","11",4,"1","2","0",2,"real","real","real"
"2490","300","2",5,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"2491","100","10",8,"1","1","0",2,"unreal","mix_realVision","mixed"
"2492","100","12",6,"1","0","1",2,"unreal","mix_realVision","mixed"
"2493","0","2",9,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"2494","300","4",7,"0","1","1",3,"unreal","unreal","unreal"
"2495","100","7",8,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"2496","0","6",9,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"2497","300","5",7,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"2498","0","0",8,"0","0","0",1,"unreal","unreal","unreal"
"2499","300","10",7,"1","1","0",2,"unreal","mix_realVision","mixed"
"2500","0","9",8,"1","0","0",1,"real","real","real"
"2501","400","15",6,"1","0","2",2,"real","real","real"
"2502","200","13",7,"1","1","1",3,"unreal","mix_realVision","mixed"
"2503","200","3",6,"0","0","1",2,"unreal","unreal","unreal"
"2504","0","11",9,"1","2","0",2,"real","real","real"
"2505","0","5",9,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"2506","400","0",1,"0","0","0",1,"unreal","unreal","unreal"
"2507","400","10",6,"1","1","0",2,"unreal","mix_realVision","mixed"
"2508","100","3",5,"0","0","1",2,"unreal","unreal","unreal"
"2509","200","16",7,"1","1","2",3,"unreal","mix_realVision","mixed"
"2510","100","14",6,"1","2","1",3,"unreal","mix_realVision","mixed"
"2511","300","15",6,"1","0","2",2,"real","real","real"
"2512","200","5",7,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"2513","200","7",7,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"2514","200","10",8,"1","1","0",2,"unreal","mix_realVision","mixed"
"2515","400","8",7,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"2516","200","8",7,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"2517","300","8",6,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"2518","300","0",1,"0","0","0",1,"unreal","unreal","unreal"
"2519","200","15",4,"1","0","2",2,"real","real","real"
"2520","400","4",8,"0","1","1",3,"unreal","unreal","unreal"
"2521","200","8",1,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"2522","300","7",1,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"2523","0","8",9,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"2524","100","11",8,"1","2","0",2,"real","real","real"
"2525","200","1",1,"0","1","0",2,"unreal","unreal","unreal"
"2526","400","8",1,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"2527","300","1",1,"0","1","0",2,"unreal","unreal","unreal"
"2528","100","7",3,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"2529","100","0",3,"0","0","0",1,"unreal","unreal","unreal"
"2530","400","15",1,"1","0","2",2,"real","real","real"
"2531","200","4",1,"0","1","1",3,"unreal","unreal","unreal"
"2532","0","1",9,"0","1","0",2,"unreal","unreal","unreal"
"2533","0","5",9,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"2534","400","2",1,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"2535","400","0",1,"0","0","0",1,"unreal","unreal","unreal"
"2536","100","14",9,"1","2","1",3,"unreal","mix_realVision","mixed"
"2537","200","12",1,"1","0","1",2,"unreal","mix_realVision","mixed"
"2538","300","9",1,"1","0","0",1,"real","real","real"
"2539","400","9",1,"1","0","0",1,"real","real","real"
"2540","400","10",1,"1","1","0",2,"unreal","mix_realVision","mixed"
"2541","0","15",9,"1","0","2",2,"real","real","real"
"2542","100","10",7,"1","1","0",2,"unreal","mix_realVision","mixed"
"2543","200","16",3,"1","1","2",3,"unreal","mix_realVision","mixed"
"2544","200","2",3,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"2545","300","8",1,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"2546","200","3",1,"0","0","1",2,"unreal","unreal","unreal"
"2547","100","5",5,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"2548","400","3",1,"0","0","1",2,"unreal","unreal","unreal"
"2549","0","17",9,"1","2","2",3,"real","real","real"
"2550","300","10",1,"1","1","0",2,"unreal","mix_realVision","mixed"
"2551","400","1",1,"0","1","0",2,"unreal","unreal","unreal"
"2552","300","11",1,"1","2","0",2,"real","real","real"
"2553","100","12",3,"1","0","1",2,"unreal","mix_realVision","mixed"
"2554","100","1",5,"0","1","0",2,"unreal","unreal","unreal"
"2555","100","15",7,"1","0","2",2,"real","real","real"
"2556","400","13",1,"1","1","1",3,"unreal","mix_realVision","mixed"
"2557","0","4",9,"0","1","1",3,"unreal","unreal","unreal"
"2558","200","6",1,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"2559","300","12",1,"1","0","1",2,"unreal","mix_realVision","mixed"
"2560","100","8",5,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"2561","300","6",1,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"2562","400","5",1,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"2563","100","6",1,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"2564","200","5",1,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"2565","100","9",7,"1","0","0",1,"real","real","real"
"2566","200","15",1,"1","0","2",2,"real","real","real"
"2567","300","14",1,"1","2","1",3,"unreal","mix_realVision","mixed"
"2568","400","17",1,"1","2","2",3,"real","real","real"
"2569","0","9",9,"1","0","0",1,"real","real","real"
"2570","400","6",1,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"2571","200","13",1,"1","1","1",3,"unreal","mix_realVision","mixed"
"2572","200","11",3,"1","2","0",2,"real","real","real"
"2573","400","4",4,"0","1","1",3,"unreal","unreal","unreal"
"2574","200","10",9,"1","1","0",2,"unreal","mix_realVision","mixed"
"2575","0","6",9,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"2576","0","10",9,"1","1","0",2,"unreal","mix_realVision","mixed"
"2577","0","7",7,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"2578","400","11",1,"1","2","0",2,"real","real","real"
"2579","400","12",1,"1","0","1",2,"unreal","mix_realVision","mixed"
"2580","200","14",3,"1","2","1",3,"unreal","mix_realVision","mixed"
"2581","300","17",1,"1","2","2",3,"real","real","real"
"2582","0","12",9,"1","0","1",2,"unreal","mix_realVision","mixed"
"2583","0","2",7,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"2584","200","7",1,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"2585","300","0",1,"0","0","0",1,"unreal","unreal","unreal"
"2586","0","16",9,"1","1","2",3,"unreal","mix_realVision","mixed"
"2587","200","9",3,"1","0","0",1,"real","real","real"
"2588","100","2",7,"0","2","0",2,"unreal","mix_unrealVision","mixed"
